currentValue,variantionValue,variantionPercent,variationDailyInit,variationDailyInitNow,DateTime,timeRequest
"2.441,92","2.454,67","2.402,58","42,98","1,79",05/01/2025 18:22:56,0.8127338886260986
"2.441,92","2.454,67","2.402,58","42,98","1,79",05/01/2025 18:23:57,1.1478569507598877
