currentValue,variantionValue,variantionPercent,variationDailyInit,variationDailyInitNow,DateTime,timeRequest
"440,86","449,65","440,13","-7,25","-1,62",05/01/2025 18:22:56,0.8127338886260986
"440,86","449,65","440,13","-7,25","-1,62",05/01/2025 18:23:57,1.1478569507598877
