currentValue,variantionValue,variantionPercent,variationDailyInit,variationDailyInitNow,DateTime,timeRequest
100,"10.075,17","10.097,08","9.990,42","113,83",05/01/2025 18:22:56,0.8127338886260986
100,"10.075,17","10.097,08","9.990,42","113,83",05/01/2025 18:23:57,1.1478569507598877
