currentValue,variantionValue,variantionPercent,variationDailyInit,variationDailyInitNow,DateTime,timeRequest
"19.906,08","20.031,11","19.868,14","-118,58","-0,59",05/01/2025 18:22:56,0.8127338886260986
"19.906,08","20.031,11","19.868,14","-118,58","-0,59",05/01/2025 18:23:57,1.1478569507598877
