currentValue,variantionValue,variantionPercent,variationDailyInit,variationDailyInitNow,DateTime,timeRequest
"884,59","888,84","883,01","-2,58","-0,29",05/01/2025 18:22:56,0.8127338886260986
"884,59","888,84","883,01","-2,58","-0,29",05/01/2025 18:23:57,1.1478569507598877
