currentValue,variantionValue,variantionPercent,variationDailyInit,variationDailyInitNow,DateTime,timeRequest
"19.760,27","19.891,86","19.634,07","136,95","0,70",05/01/2025 18:22:56,0.8127338886260986
"19.760,27","19.891,86","19.634,07","136,95","0,70",05/01/2025 18:23:57,1.1478569507598877
