currentValue,variantionValue,variantionPercent,variationDailyInit,variationDailyInitNow,DateTime,timeRequest
"25.073,54","25.086,04","24.939,96","175,51","0,70",05/01/2025 18:22:56,0.8127338886260986
"25.073,54","25.086,04","24.939,96","175,51","0,70",05/01/2025 18:23:57,1.1478569507598877
