currentValue,variantionValue,variantionPercent,variationDailyInit,variationDailyInitNow,DateTime,timeRequest
50,"20.137,44","20.445,48","20.114,14","-278,37",05/01/2025 18:22:56,0.8127338886260986
50,"20.137,44","20.445,48","20.114,14","-278,37",05/01/2025 18:23:57,1.1478569507598877
