currentValue,variantionValue,variantionPercent,variationDailyInit,variationDailyInitNow,DateTime,timeRequest
"42.732,13","42.782,76","42.436,92","339,86","0,80",05/01/2025 18:22:56,0.8127338886260986
"42.732,13","42.782,76","42.436,92","339,86","0,80",05/01/2025 18:23:57,1.1478569507598877
