currentValue,variantionValue,variantionPercent,variationDailyInit,variationDailyInitNow,DateTime,timeRequest
50,"24.004,75","24.196,45","23.976,00","-183,90",05/01/2025 18:22:56,0.8127338886260986
50,"24.004,75","24.196,45","23.976,00","-183,90",05/01/2025 18:23:57,1.1478569507598877
