currentValue,variantionValue,variantionPercent,variationDailyInit,variationDailyInitNow,DateTime,timeRequest
40,"7.282,22","7.387,97","7.270,57","-111,54",05/01/2025 18:22:56,0.8127338886260986
40,"7.282,22","7.387,97","7.270,57","-111,54",05/01/2025 18:23:57,1.1478569507598877
