currentValue,variantionValue,variantionPercent,variationDailyInit,variationDailyInitNow,DateTime,timeRequest
"79.223,11","80.072,99","79.109,73","-720,60","-0,90",05/01/2025 18:22:56,0.8127338886260986
"79.223,11","80.072,99","79.109,73","-720,60","-0,90",05/01/2025 18:23:57,1.1478569507598877
