currentValue,variantionValue,variantionPercent,variationDailyInit,variationDailyInitNow,DateTime,timeRequest
"79.775,14","80.054,65","79.357,49","-12,61","-0,02",05/01/2025 18:22:56,0.8127338886260986
"79.775,14","80.054,65","79.357,49","-12,61","-0,02",05/01/2025 18:23:57,1.1478569507598877
