currentValue,variantionValue,variantionPercent,variationDailyInit,variationDailyInitNow,DateTime,timeRequest
"3.650,85","3.675,80","3.649,21","-5,93","-0,16",05/01/2025 18:22:56,0.8127338886260986
"3.650,85","3.675,80","3.649,21","-5,93","-0,16",05/01/2025 18:23:57,1.1478569507598877
