currentValue,variantionValue,variantionPercent,variationDailyInit,variationDailyInitNow,DateTime,timeRequest
100,"8.223,98","8.268,97","8.219,73","-36,11",05/01/2025 18:22:56,0.8127338886260986
100,"8.223,98","8.268,97","8.219,73","-36,11",05/01/2025 18:23:57,1.1478569507598877
