currentValue,variantionValue,variantionPercent,variationDailyInit,variationDailyInitNow,DateTime,timeRequest
35,"2.429,80","2.429,80","2.414,08","15,16",05/01/2025 18:22:56,0.8127338886260986
35,"2.429,80","2.429,80","2.414,08","15,16",05/01/2025 18:23:57,1.1478569507598877
