currentValue,variantionValue,variantionPercent,variationDailyInit,variationDailyInitNow,DateTime,timeRequest
"19.621,68","19.638,66","19.379,57","340,89","1,77",05/01/2025 18:22:56,0.8127338886260986
"19.621,68","19.638,66","19.379,57","340,89","1,77",05/01/2025 18:23:57,1.1478569507598877
