currentValue,variantionValue,variantionPercent,variationDailyInit,variationDailyInitNow,DateTime,timeRequest
500,"5.942,50","5.949,30","5.888,70","73,90",05/01/2025 18:22:56,0.8127338886260986
500,"5.942,50","5.949,30","5.888,70","73,90",05/01/2025 18:23:57,1.1478569507598877
