currentValue,variantionValue,variantionPercent,variationDailyInit,variationDailyInitNow,DateTime,timeRequest
50,"13.043,18","13.195,31","13.008,66","-98,31",05/01/2025 18:22:56,0.8127338886260986
50,"13.043,18","13.195,31","13.008,66","-98,31",05/01/2025 18:23:57,1.1478569507598877
