currentValue,variantionValue,variantionPercent,variationDailyInit,variationDailyInitNow,DateTime,timeRequest
200,"8.250,50","8.263,90","8.200,20","49,30",05/01/2025 18:22:56,0.8127338886260986
200,"8.250,50","8.263,90","8.200,20","49,30",05/01/2025 18:23:57,1.1478569507598877
