currentValue,variantionValue,variantionPercent,variationDailyInit,variationDailyInitNow,DateTime,timeRequest
"12.069,82","12.106,05","12.048,19","-32,73","-0,27",05/01/2025 18:22:56,0.8127338886260986
"12.069,82","12.106,05","12.048,19","-32,73","-0,27",05/01/2025 18:23:57,1.1478569507598877
