currentValue,variantionValue,variantionPercent,variationDailyInit,variationDailyInitNow,DateTime,timeRequest
30,"2.511,42","2.518,57","2.503,83","2,59",05/01/2025 18:22:56,0.8127338886260986
30,"2.511,42","2.518,57","2.503,83","2,59",05/01/2025 18:23:57,1.1478569507598877
