currentValue,variantionValue,variantionPercent,variationDailyInit,variationDailyInitNow,DateTime,timeRequest
50,"4.871,45","4.917,34","4.861,12","-24,53",05/01/2025 18:22:56,0.8127338886260986
50,"4.871,45","4.917,34","4.861,12","-24,53",05/01/2025 18:23:57,1.1478569507598877
