currentValue,variantionValue,variantionPercent,variationDailyInit,variationDailyInitNow,DateTime,timeRequest
2000,"2.268,47","2.269,05","2.237,73","36,80",05/01/2025 18:22:56,0.8127338886260986
2000,"2.268,47","2.269,05","2.237,73","36,80",05/01/2025 18:23:57,1.1478569507598877
