currentValue,variantionValue,variantionPercent,variationDailyInit,variationDailyInitNow,DateTime,timeRequest
"876,32","898,07","872,20","-16,90","-1,89",05/01/2025 18:22:56,0.8127338886260986
"876,32","898,07","872,20","-16,90","-1,89",05/01/2025 18:23:57,1.1478569507598877
