currentValue,variantionValue,variantionPercent,variationDailyInit,variationDailyInitNow,DateTime,timeRequest
500,"16,13","17,94","16,11","-1,80",05/01/2025 18:22:56,0.8127338886260986
500,"16,13","17,94","16,11","-1,80",05/01/2025 18:23:57,1.1478569507598877
